walk,2505,940,-303
walk,2490,910,-304
walk,2474,871,-289
walk,2459,832,-256
walk,2440,785,-204
walk,2417,738,-197
walk,2390,689,-222
walk,2349,641,-213
walk,2314,618,-167
walk,2278,597,-141
walk,2213,569,-96
walk,2158,559,-42
walk,2111,547,-22
walk,2056,532,-55
walk,2021,530,-50
walk,1978,528,-81
walk,1930,517,-84
walk,1904,483,-58
walk,1884,441,-49
walk,1867,401,-35
walk,1852,353,-38
walk,1850,302,-21
walk,1854,251,2
walk,1858,206,15
walk,1859,163,17
walk,1845,115,22
walk,1811,71,67
walk,1786,41,90
walk,1740,7,50
walk,1687,0,26
walk,1641,-6,-16
walk,1600,-15,-23
walk,1581,-17,-20
wait,5000
teleport,Boat Ticket Seller Salmai,Boat Ticket Seller Rahan
wait,5000
walk,1015,-85,-12
walk,996,-92,-15
walk,978,-109,-13
walk,955,-112,-12
walk,939,-106,-10
walk,909,-106,19
walk,871,-104,14
walk,830,-93,22
walk,792,-83,-12
walk,750,-68,12
walk,712,-40,2
walk,661,-30,10
walk,627,-16,46
walk,587,-7,56
walk,553,0,69
walk,515,28,22
walk,473,43,0
walk,437,47,7
walk,391,48,11
walk,346,49,11
walk,299,47,11
walk,271,47,84
walk,247,48,190
walk,214,47,243
walk,183,28,243
walk,164,21,243
walk,147,5,243
walk,131,-13,243
walk,129,-38,244
walk,119,-54,243
walk,112,-69,244
walk,108,-81,219
settletargettrading
dismount
wait,2000
terminate,all
walk,112,-78,239
walk,113,-57,243
walk,112,-38,243
walk,112,-19,243
walk,109,0,243
walk,103,16,244
walk,99,38,244
walk,100,57,244
DoStorage
walk,95,45,244
wait,5000
teleport,Hotan,Alexandria (North)
wait,5000
walk,-16116,51,1537
walk,-16100,47,1531
walk,-16072,52,1551
walk,-16053,62,1557
walk,-16033,75,1560
walk,-16009,86,1559
walk,-15990,94,1559
walk,-15974,102,1546
walk,-15953,113,1516
walk,-15924,116,1482
walk,-15906,112,1455
walk,-15871,101,1388
walk,-15829,89,1318
walk,-15802,63,1266
walk,-15792,44,1250
walk,-15775,16,1176
walk,-15741,0,1122
walk,-15706,-8,1096
walk,-15681,-24,1096
walk,-15666,-45,1078
walk,-15662,-69,1001
walk,-15660,-87,932
walk,-15662,-108,859
wait,600000
use,returnscroll
DoScript
